_rid,predicted_score,description,country,price,variety,winery,title
02f2e588de25560c,87,"A nice, smooth Chardonnay, with ripe fruit and cream and lots of oaky buttered toast. Made in the popular California style.",US,16,Chardonnay,Beringer,Beringer 2008 Chardonnay (Napa Valley)
87dc23d18b1d2e74,94,"Entirely estate-grown, this is a gorgeous wine鈥攃risp in red cherry, pomegranate and floral tones, with a fleshy, textured and juicy palate. Richly layered, the chalky tannins are fine-grained, underpinning a flavor structure of dried herb. Dark chocolate lingers on the finish. It has plenty of years to go; cellar through 2022.",US,60,Cabernet Sauvignon,Hidden Ridge,Hidden Ridge 2012 55% Slope Cabernet Sauvignon (Sonoma County)
8b5c6b0e735c3b85,94,"Planted in 2001 above the Laguna de Santa Rosa near Sebastopol, Baranoff Vineyard is tightly spaced to mostly Calera-clone Pinot, providing the wine's bright raspberry and cherry overtones atop a layering of earth and spice. Thickly structured, it finishes with tart cherry.",US,72,Pinot Noir,Small Vines,Small Vines 2012 Baranoff Vineyard Pinot Noir (Russian River Valley)
628af56de4562334,87,"This Sauvignon Blancs boasts a great big hit of green gooseberry but tinged with ammonia. It's dry and zippy in acidity, with enough citrus and vanilla to keep it balanced.",US,18,Sauvignon Blanc,Merriam,Merriam 2012 Danielle Estate Sauvignon Blanc (Russian River Valley)
6267d297aece3854,82,"Very sweet-smelling, like putting your nose in a bowl of sugar, followed by aromas of ripe pineapple juice, this smooth Sauvignon Blanc from the Michael David folks is sweet through and through.",US,14,Sauvignon Blanc,Michael David,Michael David 2010 Sauvignon Blanc (Lake County)
496ce855e9fda110,85,"Give this wine until 2020 in the cellar to let all the parts begin to come together. Tasted in March, it's all about tannins, unintegrated oak and fresh, ripe raspberry jam fruit. There's a good wine in there somewhere but it's hiding right now.",US,40,Pinot Noir,Bruliam,Bruliam 2012 Pinot Noir (Russian River Valley)
ccdd784901a45209,92,"This is another of the producer's intellectual exercises in experimental winemaking, made in tiny case-production numbers. It offers so much to think about, from its lemony-crisp and tangy palate to its chalky tannins. Full bodied, it merits attention, veering from herbal to chocolaty in one sip.",US,75,Pinot Noir,Gary Farrell,Gary Farrell 2013 Gap's Crown Vineyard Clone 667 Three Barrel Selection Pinot Noir (Sonoma Coast)
364ab1203e5cc23c,87,"Just a hint of sweetness is perceived, coming from the 1.1% residual sugar. Fresh and fruity, with grapefruit and orange flavors dominating, this is forward, round and flavorful, with just a hint of steel in its spine.",US,13,Gew眉rztraminer,Lone Birch,Lone Birch 2011 Gew眉rztraminer (Yakima Valley)
ea1f3b8405709652,87,"Aromas of gunsmoke, tire rubber, ripe plum and garden herbs seem unsettled but still offer appeal. The palate is 眉ber-restrained in style, with the oak and alcohol pulled way back, putting the focus on its freshness and vibrancy. Give it a decant and put it on the dinner table to see it at its best.",US,20,Malbec,Wind Rose,Wind Rose 2013 Lonesome Springs Ranch Malbec (Yakima Valley)
b42133bfcef7b5a4,92,"Make no mistake鈥攖he model for this wine can be found among the classified growth white wines of Bordeaux. The barrel influences are many and varied, layering in a mix of smoke, caramel and cracker; and the fruit is supple and beautifully blended. White raisins, Asian pears, pineapple and peaches blend together gracefully, and the alcohol remains at a moderate 13.8%.",US,35,White Blend,Chaleur Estate,Chaleur Estate 2007 Blanc White (Columbia Valley (WA))
619c792586fd22ea,89,"This is a light, leafy wine, with tannins that taste of green tea and leave a sensation of astringency long after the wine is swallowed. Sounds like Burgundy! In a world where so many Oregon wineries are making Pinot Noir that is superripe, extracted and alcoholic, this shows why the Burgundy comparison is still valid.",US,35,Pinot Noir,Capitello,Capitello 2005 Pinot Noir (Willamette Valley)
700d0269210e344f,92,"Exotic scents immediately characterize this wine as fascinating; weaving together incense, smoke, wild berry, baking spices and plum jam. Yet the wine retains a delicacy, lightness, its flavors based upon juicy acids rather than new oak. It showcases the fruit, and does so with grace and panache.",US,22,Malbec,Abacela,Abacela 2007 Malbec (Umpqua Valley)
98dd9c26b6897048,84,The oak (20% new French) seems far out front here with vanilla overpowering the notes of fig. It drinks dry with a creamy feel and abundant vanilla flavors.,US,25,S茅millon,Cave B,Cave B 2012 S茅millon (Ancient Lakes)
3d55d2cd9742752a,91,"Terre Rouge's yearly blend of Marsanne, Roussanne and Viognier is always a delightful wine with food. This vintage opens with a pleasant hit of pear followed by spring flowers and delves into creamy textures and layers of honeysuckle and orange rind in the midpalate.",US,25,Rh么ne-style White Blend,Terre Rouge,Terre Rouge 2010 Enigma White (Sierra Foothills)
fcd93e43a8845a29,87,"The aromas on this wine are light and elusive, with notes of black pepper, dried flowers and green herbs. It's elegant in style with tart acids and rustic tannins.",US,47,Malbec,脿Maurice,脿Maurice 2011 Amparo Estate Malbec (Walla Walla Valley (WA))
9c55f140c1f7e92f,87,"This is an interesting medium-bodied wine from one of the oldest and largest wineries in the foothills. It is not heavy or rich, but has an appetizing dry flavor and firm texture. It will pair well with food since it has good balance.",US,18,Barbera,Terra d'Oro,Terra d'Oro 2014 Barbera (Amador County)
fe994d09cf75a11d,89,"There is plenty of varietal typicity on this bottling, with white, black and green peppercorns, underripe mulberry and roasting herbs on the nose. Tons of crushed thyme, dill and green peppercorns surge on the spicy palate, laid across a backbone of plush red fruit.",US,55,Cabernet Franc,Lorenzi Estate,Lorenzi Estate 2012 Cabernet Franc (Temecula Valley)
9155e12054966d5b,90,"A blend of half Chardonnay, half Pinot Noir, the organically-certified grapes for this sparkler hail from the 2010 vintage. This is a light, barely aromatic wine that's refreshingly high in acidity. It tastes remarkably like a Gravenstein apple, but could also be mistaken for a delicious hard cider.",US,25,Sparkling Blend,McFadden,McFadden NV Cuv茅e Brut Sparkling (Potter Valley)
74fb0dc3033a7ace,87,"This is the winery's stainless-steel-fermented Sauvignon Blanc. Dry and racy in acidity, it shows lemon and lime flavors, with a rich hint of tart kiwi.",US,14,Sauvignon Blanc,Gainey,Gainey 2011 Sauvignon Blanc (Santa Ynez Valley)
1555507c513925cd,87,"Ruddy peach and melon aromas take on a slight dusting of mineral on the nose. The palate is rich, heavy and round in feel, with buttery lemon and melon flavors. Lactic notes carry to the slightly hot finish.",US,22,Chardonnay,The Williamsburg Winery,The Williamsburg Winery 2014 Acte 12 of 1619 Chardonnay (Virginia)
56bd5236db9dfd78,92,"Shows great acidity that really gets the tastebuds whistling, and also deep, complex varietal flavors of Meyer lemons, limes and sweet vanilla, with a green grass component in the background. Very fine and dry, an elegant, sophisticated Sauvignon Blanc of great integrity.",US,20,Sauvignon Blanc,Foursight,Foursight 2008 Charles Vineyard Sauvignon Blanc (Anderson Valley)
2204af65affeb2de,92,"This 100% Syrah shows intense blackberry, cr猫me de cassis and plum sauce flavors, plus hints of charred bone and black pepper. It's dry, and the tannins are firm but supple. The alcohol is high, but it's balanced with the wine's fruit.",US,45,Syrah,Donelan,Donelan 2010 Cuvee Christine Syrah (Sonoma County)
6b9a24ce94dca443,92,"Soft, juicy acidity and texture buoy this wine in wonderful ways, providing a lithe foundation to punches of sassafras and truffled earth. Sourced from the famous vineyard on Westside Road in the northern reaches of the appellation, it shows off a flair of pine along with dark cherry.",US,60,Pinot Noir,Lucie,Lucie 2014 Bacigalupi Vinyard Pinot Noir (Russian River Valley)
5a534fc1ffd1fc7a,82,"This is a simple wine, soft and lush in cherry and oak flavors, with a cut of asparagus.",US,12,Petite Sirah,Cooper Station,Cooper Station 2011 Petite Sirah (California)
12a64146250171d2,87,"Made in the style of an old field blend, this Zin is at least 75% varietal, but the balance could be anything among 14 other grapes. The wine is tannic, peppery and rich in currant and chocolate flavors, with high alcohol. Seems a pace or two behind more recent vintages.",US,60,Zinfandel,Ravenswood,Ravenswood 2006 Old Hill Zinfandel (Sonoma Valley)
3aadab4680570fd2,87,"This winery seems to be trying to find an identity. The Cabs are vintage-driven, and do better in cool years, which 2004 wasn't. This wine is a little soft and direct, but delicious enough, with ripe, pastry-filling blackberry, cherry, boysenberry and chocolate flavors. You can taste high-char oak on the finish.",US,50,Cabernet Sauvignon,Martin Ranch,Martin Ranch 2004 Th茅r猫se Vineyards Estate Cabernet Sauvignon (Santa Cruz Mountains)
a3d8278a3e53e54d,92,"Intensely aromatic with notes of orange blossom, honeysuckle and candied orange peel, this balances ripe tropical fruit and creamy butterscotch flavors with a shower of lemonade acidity. Made using grapes that were frozen post-harvest.",US,25,Vidal Blanc,Standing Stone,Standing Stone 2010 Vidal Ice Vidal Blanc (Finger Lakes)
f2bb84ebe31de75d,91,"The nose and palate are smoky and waxy, with a shimmer of petrol. The palate is brisk and lemony, with hints of citrus peel, nut oil and nut skin that linger on the long finish. This dry, savory Riesling is already showing signs of bottle age. Drink now.",US,20,Riesling,Heron Hill,Heron Hill 2010 Ingle Vineyard Riesling (Finger Lakes)
f0e46c181debde70,94,"Big, powerful, soft, rich and ageable. In other words, classic Etude Heirloom. Resembles the rich 2002, with massive flavors of cherries, raspberries, cocoa, anise, bacon and smoky sandalwood. Enormously complex, a wine that changes with every sip as it breathes and warms. Shows the density of Cabernet, with Pinot's silkiness. Now鈥?014.",US,90,Pinot Noir,Etude,Etude 2006 Heirloom Estate Grown Pinot Noir (Carneros)
44b9384bc1a1f795,92,"Hailing from one of the state's most esteemed vineyards, this wine is a blend of Cabernet Sauvignon (42%), Merlot (33%) and Cabernet Franc. Jammy aromas of red and black fruit and licorice lead to plush but well-balanced flavors that linger.",US,40,Bordeaux-style Red Blend,Soos Creek,Soos Creek 2012 Ciel du Cheval Vineyard Red (Red Mountain)
332035e007dce85e,91,"Spicy in plum and cherry, this is a full-figured effort with mildly smooth tannin and oak that fills the palate with dense force. On the finish is a mix of cola and cardamom.",US,40,Pinot Noir,Merriam,Merriam 2014 Estate Pinot Noir (Russian River Valley)
d6f56c2e83a41473,92,"With a dusty, cola-like quality, this flirty Mourv猫dre gets better and better over time in the glass, unveiling layers of floral, earthy and wild raspberry notes sprinkled with a suggestion of gamy meat. With firm, chewy tannins and a mouth-coating texture, it showcases El Dorado's decomposed granite soils and the prowess of the winemaker with these grapes.",US,30,Mourv猫dre,Donkey & Goat,Donkey & Goat 2012 The Prospector Mourv猫dre (El Dorado)
40ecec0df7ad9922,87,"This Merlot is strong and jammy in cherries and blackberries, with some herbs and spices for interest. It's dry and crisp, a nice wine for drinking now.",US,25,Merlot,Longboard,Longboard 2008 DaKine Vineyard Merlot (Russian River Valley)
f2d8b93335b77043,89,"This long-aged blend of 67% Syrah and 33% Petite Sirah is plump on the oaky nose with condensed rose petal, chocolate cake and violet aromas. The palate starts with ripe black cherries but then settles into an asphalt-laden midpalate, finishing with chocolate-chip cookies and a graphite tension.",US,25,Red Blend,Volatus,Volatus 2008 Reserve Red (Paso Robles)
6344669bcce8cd60,92,"This is the personal project of Archery Summit winemaker Chris Mazepink. It's named for the bees that buzz around the vines. Rich gold in hue, it marries the flavors of ripe apples to bee pollen and lemon curd. The flavors fold into a well-developed finish, bringing up highlights of citrus peel.",US,30,Chardonnay,Ebony,Ebony 2013 The Hive Chardonnay (Willamette Valley)
e485ac0e7f0e7731,92,"A classic Cab blended with smaller handfuls of Merlot, Cabernet Franc, Petit Verdot and Malbec, this 2011 is balanced and supple in plum, cassis and minty chocolate. The oak is accented in pretty ways by clove, sage and cardamom spice. Structured and soft, the finish is lengthy and the wine perfectly capable of waiting until 2019鈥?021 in a cellar.",US,70,Cabernet Sauvignon,Cliff Lede,Cliff Lede 2011 Cabernet Sauvignon (Stags Leap District)
3d492a6d0d26c4db,94,"Winemaker James MacPhail continues to refine his solo project with this Annapolis-sourced effort, a smooth layered expression of baked strawberry and rose petal herbaceousness. Lingering fruitiness makes it lovely to enjoy, as the oak remains a background player in full support of the succulence and ripe power. Still young, it should continue to open further over time.",US,65,Pinot Noir,Tongue Dancer,Tongue Dancer 2015 Pinot de Ville Putnam Vineyard Pinot Noir (Sonoma Coast)
a5175eca8c0c1f13,88,"Lots of new oak on this young Merlot, and the wood dominates, sending out waves of toast, clove and vanilla-buttered toast aromas. Oak tannins join the grapeskin tannins in making the mouthfeel hard and astringent. The underlying flavors are of blackberries, black cherries, red licorice and unsweetened baker's chocolate. It's a good wine that should develop bottle complexity through 2012.",US,90,Merlot,W.S. Keyes,W.S. Keyes 2006 Merlot (Howell Mountain)
